feature1,feature2,feature3,target
-4.250463237188556,-5.5150943262201135,0.8112432499464317,0
-2.9075361490651517,9.535911190774193,0.2336843927056791,2
8.857873444974627,11.939509488206545,-5.237147700633964,3
-1.9399839911257148,9.149014899565506,2.7971994042388517,2
1.4145079165139103,1.1996366554523943,1.6534553505354646,1
-2.2924513982100914,8.561053159400437,2.8538621504988018,2
2.406380131789741,0.5484071862118478,-0.8118447381473224,1
-0.2540326640175561,-0.050035567194936514,0.34379846466789504,1
-2.2185742801558144,8.9705213546437,0.8232142141491517,2
0.7615474088543012,1.32318742400248,0.10218413278711752,1
-2.7158586893950005,-6.424141870149848,-4.01682967289845,0
-3.2014355333099895,10.514061944438748,1.605465052126105,2
1.3200788055815385,1.2751976497040507,2.742129739073642,1
-3.237101545631481,-5.363270176755042,-2.4908521397351153,0
8.462195439594675,11.241972099028743,-4.715450247493465,3
-4.818687511889387,-5.490352509089962,-4.211081433283888,0
3.4111874120397196,1.3718206147752472,-1.3142024953191356,1
-2.1369035272453973,11.994117444380182,1.9207140579907835,2
-2.9779131751531613,10.825955550041671,1.0989598411181176,2
11.098978612911127,11.08271168363969,-3.8262931635841575,3
-3.4193058103593335,8.449175753987367,3.0162916463963825,2
0.47784135628358215,0.5371761918136259,1.045605230979953,1
-2.9378885425009686,-4.165180128526598,-2.733108352184729,0
-3.373087923969014,10.502393274215207,2.3901040099663082,2
1.5735386073311906,1.6061360162328397,-0.9013933418691482,1
8.322349771254707,9.649160202626918,-5.054308070510341,3
-4.167395467529465,-5.328487003038699,-1.0225085462853658,0
-2.9802702749184236,-5.939336634348745,-2.500345901660859,0
-3.4778893536475874,12.59831119412549,2.2242061796377244,2
-4.476685582143853,-5.707563106857654,-2.8747898934757647,0
9.249969538851309,10.714371444134994,-3.8505591890135413,3
-0.3726792476878569,0.5038041274103111,-0.4819289737198059,1
-4.325444026271385,-5.113926794618269,-2.714703554439387,0
9.954429256187165,8.368512488530321,-5.318893880405869,3
-4.91316219820738,-5.461995306376835,-1.4367925827690262,0
-2.8868951561955765,-7.143005559964139,-3.5781161727255335,0
-2.5755695410622796,-6.038975279485396,-2.8096353250349755,0
10.663729870437658,8.431522271338585,-5.616315423312089,3
-2.3745950114345673,-5.489487894253797,-4.475100823520158,0
-2.092528910308587,8.369031307816185,1.6114477162231569,2
9.825366253325905,11.226738523352147,-6.279802389912901,3
9.107215112044106,11.215901888577575,-5.3062707026618865,3
0.9704590587245273,0.5100287426715446,0.7095414308018406,1
11.226782059192496,11.072471059461167,-4.799710456197751,3
10.3712353637968,8.628542221994659,-5.785741561753863,3
-4.160380762072809,-4.720610368067145,-2.6555967789871335,0
9.134131409639169,10.16896732551032,-5.414760832508038,3
1.3521322622067746,0.6373019099405466,-0.9139330226544113,1
-3.5867812841387927,-6.333177903703873,-1.8065906092947621,0
-3.564195173119053,11.004565700883042,2.1525824922501613,2
-2.2986355259409184,9.235845737785391,2.724181701993934,2
9.185230158054065,8.920008363599797,-6.399962798678591,3
10.88137157624863,9.741851500836248,-4.2311448255158535,3
1.5914761221773137,-0.8879525198879332,0.6822933422496941,1
1.5479245977983203,0.1833618069832299,1.6578739382336416,1
10.858283202924202,10.88608898232176,-6.873868036523665,3
0.6752559891042446,2.089665982846281,-0.4225169433884133,1
1.2051684113998378,0.33312892474137923,1.0239623072803758,1
-2.6063593747196028,9.607628552209032,1.2337347118112274,2
10.788458762082428,11.244031215527096,-6.611026638372829,3
-2.3637017019065163,9.814932542499324,1.5451384935488512,2
-1.5771938852422949,8.329170404254903,2.8974454456497236,2
2.7865423179814677,-1.5877233238672201,2.2761261478487143,1
-4.04487436975667,-5.319066008331622,-2.868715084852653,0
1.6517882633016554,0.9284718663484486,-1.3636651888326838,1
-2.476009322045952,-4.786475281977766,-1.623622028305459,0
2.712432808440002,-1.032290152781216,0.5459974109894723,1
-2.1357649197746325,7.9430508469880765,1.2441666759352958,2
-3.5341889079767896,-5.172689775570633,-2.073413680008356,0
-0.010188707584025458,9.31550471295282,3.20564782880105,2
9.45348487081292,10.678681188347115,-6.366996432171559,3
9.663847026457518,10.563340155468941,-4.329042564272055,3
-2.503981030432378,-6.5844315675581955,-4.638475336875841,0
-3.869269664123416,8.050771322554013,-0.8234917950949381,2
0.8451889519679542,-1.1154132176308196,-1.461908968611397,1
-2.3898141830050856,9.016893263561318,2.6937687138841175,2
9.59164589366382,9.708441721321698,-6.035551316735667,3
-3.7722216411931244,-4.43858853971946,-1.361113893679158,0
-3.138466764110291,-5.205315591269674,-1.2915307555443265,0
1.041653155643857,-0.021067732956219776,2.0644119383532633,1
9.101318383470378,9.915764424460361,-4.906517658051819,3
-2.9386697535826736,-4.757505742613789,-1.4228556648992159,0
-4.046076164091791,-2.9728318021420255,-2.7353319364364457,0
-3.870099526746068,8.501544719097215,1.9595134500248814,2
2.361975238263911,1.6953132423450201,0.5872139146432045,1
2.878282264157872,1.9826686059555563,0.8778625378224985,1
-3.9647695009380515,-6.756500642700242,-1.2779870823596986,0
