feature1,feature2,feature3,feature4,target
-1.883560940670765,-0.9655932420867747,4.256612878621637,-4.302806145881115,3
6.4000814930260805,0.9600198152379676,0.32756524123372355,-8.728674560517819,1
9.401509968478962,7.221788924893551,7.285501475266605,8.741108243305494,0
5.238411738588327,-0.314650187025699,-0.35795594827467214,-10.210025137162246,1
7.9172791518380725,7.116825656086939,6.204226668086408,7.098409139771512,0
-2.560992694167939,-0.5132861521473232,2.7991062111176395,-6.384122558010333,3
-4.1600338475666465,-2.505888886827914,1.3728160032918535,-5.1580040292095655,3
8.726841690523198,8.649369363671624,8.012486293666607,7.77379456618115,0
4.706416905649937,1.8390816005445167,-0.6529205430513302,-8.568470172349272,1
-4.919449120450551,-8.905871552136539,-9.49531337765418,-3.121279737419042,4
4.198709829988835,1.269305847019276,-1.1713073555631335,-7.0604942867711555,1
6.782920676331175,-8.114778865470555,6.774500208417052,3.9483413969600676,2
11.455536937564448,-9.202686942235145,7.342843942267724,5.189721669559301,2
5.229150630934063,0.3207611779214061,-0.6336266550080054,-7.930126688307814,1
-2.1708582831193945,-7.566563806586167,-9.61294202867412,-1.4795456267770262,4
-3.018837811871093,-5.264962259800673,-8.339450346957838,-3.4076045021828465,4
-2.861622617421284,-0.05086242951643016,2.241239751586862,-3.8569525051540703,3
4.211548690219594,2.774377475512648,-0.15732574884319128,-8.448993096835295,1
-2.664609142535087,-7.892644663122892,-9.273397253806301,-5.000217970163409,4
5.350461281657276,1.5898130683917333,-1.7377747155970487,-9.565201292624359,1
5.916665397313533,1.9347006823845463,-1.6445125361842137,-8.899641679632301,1
-3.2795283243761824,-1.9683454090642374,2.656911874355224,-6.285343490998207,3
6.024587479646247,2.592639076634746,-1.3242809719781297,-8.298231186996418,1
-1.971263239691567,-6.353533501137806,-9.862362074584842,-3.8205860481268705,4
9.012732677022168,5.5103879593920455,5.24621295856412,8.44157403486684,0
9.473242332348796,-9.637261947137551,4.708163487083196,5.382518927756939,2
5.311888409182516,0.986462555231575,-1.0859687397777318,-7.855370433007783,1
-2.643856286223277,-8.854516808951889,-10.823448021147614,-2.063426589053152,4
8.53639209557595,-10.29191974581648,5.291628164654497,3.3233696117842078,2
-3.91334548851974,-2.033199194274131,2.493828628075072,-7.314513356950217,3
9.661115241215107,5.7201098287483045,6.870699900430517,8.6660000442302,0
10.156602730083476,8.067752889011564,6.213856570756278,9.747072914008186,0
-2.03994002662423,-1.831677756309906,3.284976982361573,-5.820012278812359,3
-1.8892737152737409,-1.3419257871839652,2.4855268593344793,-4.6076283130550255,3
7.4941431391543185,-10.889018942071543,5.85011630131083,3.731279745261121,2
-2.724848323896201,-5.652808213379777,-10.351981492855085,-3.1839132747105716,4
-1.9211323850944604,-7.651021650208027,-10.892747207344827,-4.511579882864668,4
4.094086625379022,1.0655307069145508,-0.7923407168804173,-6.575429658642201,1
-4.611149536691663,-8.13566184222724,-9.535531857279238,-6.295704864725838,4
-5.836347907629296,-7.633332783655183,-9.292627852328309,-4.11734193210169,4
3.8512938169141866,0.7933714203796745,-0.16929535040886112,-9.40396824123044,1
9.5330332688569,-8.325408712480247,6.517324726309327,3.602532869523241,2
-2.8673548171843115,-6.997133025032979,-11.966703295329895,-4.504873891174824,4
11.84671055946975,8.477736113720614,7.34371738177164,8.012952182111084,0
-4.209157093462314,-2.0247380657531,1.195188001898994,-6.575372481302928,3
9.55810932526321,6.3275632627304645,6.4000012071371355,8.16759469990563,0
7.8611847902278225,-9.381252766048197,7.911153634300487,3.7993364703074826,2
3.6617898034671357,2.276385119394395,-0.08714881263310703,-8.315920098659092,1
-3.64112729724123,-7.381507527259667,-10.929992602711996,-2.850042537618051,4
-2.66479614890527,-2.3200631768376185,0.20785905166077168,-5.3908655919354596,3
-2.9735749473319757,-1.6540054080784747,3.2984372543011573,-7.056563253834273,3
2.491105249267706,0.018853598649510417,-1.4770871953695743,-9.005810177679622,1
5.101403566564428,0.8219274266710607,-1.6036287963981462,-7.449495084262363,1
7.426194449788044,-8.474990155838963,6.337915375556476,2.3664732482725346,2
5.453070029280373,1.1647504016394266,-1.784096142413079,-6.814128294484577,1
3.4047906731875432,1.4019399713218696,-1.0391356031091719,-8.353417086745411,1
10.625596974869106,9.4025321463556,5.78258156426612,10.558194187283288,0
5.7377770831864146,1.5010065346090895,0.12999849101382865,-8.583584870586883,1
-2.472465591823156,-6.740684123973648,-10.214571276296011,-5.389338628689633,4
2.5285885468945275,1.2443899519849035,-2.2712835518778576,-7.739068245061606,1
9.613884823845446,8.219544126255403,7.182574406072899,8.648343982254724,0
8.664447135284993,7.4885928690472925,7.139402265786753,7.944354421444713,0
-4.795856657381294,-5.19225312570184,-8.966021349734179,-4.554603330446966,4
9.448444650723786,7.3599313327503815,8.128407500203863,10.447620530275717,0
8.77764653058224,-9.063107831254106,5.199990013671057,4.307385864121362,2
7.950322526030541,-8.365386611868507,5.143912898772862,5.552938995971317,2
-1.790807840813418,0.2683337212831163,3.5716122718325645,-4.475992962479164,3
8.646100392047947,-11.372988703359876,6.857918427977759,4.499494080014539,2
-4.1954527270924595,-8.945089344837163,-8.583688344599661,-3.662431958931375,4
10.001276695838369,6.666052154641349,5.627929323601556,9.355491237040445,0
5.880662201907866,-0.25007479344321104,-1.0268019985817347,-8.755473229800256,1
9.917055514476864,-9.523319085398008,6.133004430345472,2.9432268537015402,2
8.06591807747685,-9.738477564768164,5.004510886987201,3.5720485315253563,2
