feature1,feature2,target
-0.8559912510791321,0.2531080741017423,0
9.381759024305186,4.00663932791593,2
1.5251385789567822,-1.0011154048555393,0
0.6747771499412096,8.568580859357585,1
0.6886487880471739,9.846769859472879,1
8.730126261486872,1.5273956443442227,2
7.701698897320751,2.131308763767559,2
8.572012156531553,4.7664371639507115,2
2.6768622075668245,7.7138287565796215,1
1.4617902199056763,7.559532462596239,1
1.1233415079212838,-0.6259727463227307,0
-0.13454094035291253,-0.034668172963582655,0
1.9097806200467138,9.185507359179772,1
8.244277739032524,1.5046420086121615,2
9.149980155683187,3.9251863995404705,2
1.1715508437950324,8.489675790302536,1
8.17542324855015,3.05954433309638,2
8.562818194483913,3.6716200227759526,2
0.678402745446865,-1.077231799518192,0
7.45953377580811,2.552061105903337,2
8.593016270527393,1.6946653004687162,2
9.27457337327795,3.330539147299616,2
8.878190543156116,2.826701964783966,2
2.0784263536502396,7.4481701081179965,1
0.7940742680917894,6.8446375990472355,1
2.3992027549482686,8.43403740513287,1
10.237128619227324,3.7476732924667258,2
0.1193106289787138,8.760086950801071,1
-0.655271717563428,0.7494152021907667,0
7.398584934694616,2.0590426622798788,2
0.4168277894979535,-0.5958708678227154,0
2.5097418137127803,-0.8289172365505924,0
-0.4205689986415926,-0.15178021020275345,0
2.0360358953417292,8.839024397972045,1
8.733569100890488,2.5371679613822073,2
7.5068149284639,3.1402719175269915,2
-0.5351912229706162,-0.24222995197686484,0
2.8529184155309366,7.979550847389119,1
-0.03849081206564264,-0.7948259515403893,0
10.232208521095597,4.083512703605599,2
0.6224791270990825,0.221928872958438,0
0.8869486537060116,-0.8479710200337509,0
1.8170819057826397,9.596277300984063,1
1.1683078696589568,8.301711419776808,1
0.38906724659647307,8.252649801133279,1
0.8853744143071708,1.30113764855005,0
2.844842533076087,8.247888920168993,1
2.897467873331217,8.905497305165293,1
8.82955133038774,3.1233032178252946,2
7.941440266566293,4.888129177475523,2
8.003371329911548,2.3996297451116497,2
8.58238617067214,3.6269009502399516,2
9.264323019252263,6.004195753112549,2
2.934315548654227,8.49515446450622,1
1.7775579950533353,-0.9541831761705357,0
6.623009132196879,3.9991966055481045,2
1.414669921185883,9.879104586854158,1
0.3580307070948796,-0.6951724331200047,0
1.9241397882051985,0.4938489472841897,0
4.81434100571604,7.685854813005355,1
0.9603992649097852,8.275758308362812,1
-0.1544810682276947,-0.546619336173355,0
10.274906289863024,2.0918828645531757,2
-0.6727341233603858,-0.37953267720363304,0
8.774171428713414,1.1148141380703742,2
2.9965028280440382,-0.698220732813602,0
-0.13072596462442299,0.11120382378844906,0
0.24001853829412945,0.6672839655669731,0
2.000740665001312,10.746681786027983,1
0.734262366109517,-0.45620721921297336,0
2.38926484899015,8.892974750680857,1
3.5714744507373304,9.413225883981477,1
8.473655115985224,2.5813956093240584,2
8.77041593013263,3.3773753000824565,2
1.762176228693058,7.826799426021402,1
1.9243995454707639,0.8339117067622888,0
9.03446706094702,3.032888161149892,2
8.5978313018574,3.4478552282668176,2
9.432752885446218,3.5478128512949745,2
0.30624371015848273,0.6529522531689766,0
2.6720636843024064,8.389537750775313,1
8.432897877052888,2.0826439410076354,2
2.0888973721823816,8.554363983603999,1
0.09185957500149833,-1.1083239737605295,0
1.23560768639236,-0.8618626024544014,0
0.7929881603526044,-0.4063142400219973,0
1.182192861600023,9.847715012520824,1
3.176616836767714,8.397131603786843,1
1.8793606956111397,-1.5223015166168397,0
9.02441936186156,3.7026357791868048,2
0.6731489118900345,-1.1054834387522137,0
9.321819858509777,5.654438883871474,2
9.415796690965049,2.700855431689865,2
0.7619118156817339,-0.5845794198783688,0
0.16827517207985632,-0.016743054056492124,0
9.209675194583006,3.7829738051890787,2
0.9955679172554616,8.51250606060453,1
9.520306425821746,3.06753421257151,2
8.32433738255903,1.9418637926532865,2
1.5528505404634159,0.3975573144607898,0
1.167408655112123,1.0198150670437345,0
2.0312597300119464,7.743818014580066,1
-0.17585990467262702,0.1742036476500256,0
0.5162519036815575,0.4256099095702631,0
8.46112296403634,3.8597837410231177,2
2.498631821597974,8.646011699209177,1
2.31148976989197,8.624095783220717,1
2.6986378636389547,9.006362449375853,1
2.3831333209551504,10.739339600364165,1
0.17933208896119412,0.11420440253897579,0
2.9845998641833082,10.19136122706581,1
3.251376477051824,0.3642703480115992,0
3.358965741560271,-1.8550761045061241,0
8.976132636018317,3.504729604393667,2
8.741157545065244,4.284455058384493,2
